User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIA5LPUWRZIF4H6VV6S,2021-01-26T06:49:11Z,monitoring.amazonaws.com,PutMetricAlarm,us-east-1,91.46.37.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.104 Safari/537.36",,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""Udacity_Project2_Alarm""}]",3e8fb5f5-300d-4a02-82b4-13d02cd7e6c1,becab67f-9f3d-4a0a-b1f1-240bc6535a5a,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIF4H6VV6S,2021-01-26T06:47:15Z,monitoring.amazonaws.com,PutMetricAlarm,us-east-1,91.46.37.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.104 Safari/537.36",,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""Udacity_Project2_Alarm""}]",c7f604d7-7970-4585-bce1-987bab4fb8d2,3c4746c9-d5d0-4501-bd8c-d4f29df27fa2,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIF4H6VV6S,2021-01-26T06:46:39Z,sns.amazonaws.com,Subscribe,us-east-1,91.46.37.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.104 Safari/537.36",,"[{""resourceType"":""AWS::SNS::Subscription"",""resourceName"":""pending confirmation""},{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:918025571920:Udacity_Project2_Alarm""}]",8fa2b60c-9128-5f79-80f0-ee852c270d25,75f961cf-7f5b-44fd-906b-d5866061205c,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIF4H6VV6S,2021-01-26T06:46:38Z,sns.amazonaws.com,CreateTopic,us-east-1,91.46.37.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.104 Safari/537.36",,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:918025571920:Udacity_Project2_Alarm""}]",5c0cfe2e-0b33-5696-b94e-a6a7b63d14ca,d231bafb-4db8-4f6f-b6e7-a506bcb788c8,false,AwsApiCall,918025571920,Management
root,,2021-01-26T06:41:34Z,signin.amazonaws.com,ConsoleLogin,us-east-1,91.46.37.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.104 Safari/537.36",,[],,2a5f25c2-638f-4eba-a37a-aa0fe538b449,false,AwsConsoleSignIn,918025571920,Management
root,ASIA5LPUWRZIKIDD37KS,2021-01-26T06:39:40Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,91.46.37.253,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:918025571920:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-918025571920-4d8af108""}]",a4e33af5-ef9b-482e-b406-4115832e05fc,65968ac5-80e7-47f4-922c-d62d2ad2b5ce,false,AwsApiCall,918025571920,Management
CloudTrail,ASIA5LPUWRZIGP7NRAQP,2021-01-26T06:39:26Z,cloudtrail.amazonaws.com,StopLogging,us-east-1,91.46.37.253,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:918025571920:trail/Udacity_Trail""}]",966e8c5b-6193-40aa-97c2-97d8a91ed48f,5249fdd6-8423-4734-847f-601003fbde67,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIKIDD37KS,2021-01-26T06:33:02Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,91.46.37.253,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:918025571920:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-918025571920-4d8af108""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::918025571920:role/service-role/Udacity_CloudWatch_Trail""},{""resourceType"":""AWS::Logs::LogGroup"",""resourceName"":""arn:aws:logs:us-east-1:918025571920:log-group:aws-cloudtrail-logs-918025571920-a8cf4573:*""}]",47c93445-35f3-417e-b647-42e5c8f00120,3829b8df-2698-46a4-89a4-83df94ef7f29,false,AwsApiCall,918025571920,Management
CloudTrail,ASIA5LPUWRZIKTJ2ZBMY,2021-01-26T06:33:01Z,logs.amazonaws.com,CreateLogStream,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],b062b4e2-6d51-4ebd-b317-2c3c3d7565f6,f4005d42-8830-4371-8072-98ffc14af67d,false,AwsApiCall,918025571920,Management
root,ASIA5LPUWRZIKIDD37KS,2021-01-26T06:32:53Z,cloudtrail.amazonaws.com,UpdateTrail,us-east-1,91.46.37.253,console.amazonaws.com,InvalidCloudWatchLogsRoleArnException,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:918025571920:trail/Udacity_Trail""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::918025571920:role/service-role/Udacity_CloudWatch_Trail""},{""resourceType"":""AWS::Logs::LogGroup"",""resourceName"":""arn:aws:logs:us-east-1:918025571920:log-group:aws-cloudtrail-logs-918025571920-a8cf4573:*""}]",e943cf0e-8c76-4a38-a4ca-070af70962fd,f96f6458-dd19-4a65-8d9f-594eed587c9f,false,AwsApiCall,918025571920,Management
